Hora de inicio,Número de ordeño,Duración (mm:ss),Producción (kg),Intervalo de ordeño (hh:mm),Duracion de Incremento,Duracion de Decremento,Tiempo de Incremento,Tiempo de Decremento,Ubre,Pezón,Destino Leche,Razón de la desviación,Programa de lavado,MS,Usuario,Tipo de evento,Fecha del evento,Descripción,Usuario,Comentario,Num Lactacion
20/02/2025 15:50,2,05:25,14.36,08:16,2.81,3.25,4.44,3.86,0,,Tanque,,,VMS 1,,Celo,02/07/2002 00:00,Herd Navigator,Roma,,1
20/02/2025 23:12,3,05:18,12.15,07:16,2.4,2.72,3.87,3.16,0,,Tanque,,,VMS 1,,Inseminación,02/06/2013 00:00,Artificial Insemination; 2406261; FETILITY; Unknown Brand; Roma,Roma,de calor ml tur,1
21/02/2025 09:01,1,06:49,17.88,09:43,3.61,4.03,5.56,4.68,0,,Tanque,,,VMS 1,,Celo,02/06/2013 00:00,Herd Navigator,Roma,,1
21/02/2025 14:39,2,05:10,8.5,05:31,1.62,1.99,2.82,2.07,0,,Tanque,,,VMS 1,,Inseminación,02/05/2018 00:00,Artificial Insemination; 2406261; FETILITY; Unknown Brand; Roma,Roma,se ins  cou tumor  u  tur,1
21/02/2025 23:38,3,05:42,15.52,08:54,3.01,3.57,4.76,4.18,0,,Tanque,,,VMS 1,,Celo,02/05/2018 00:00,Herd Navigator,Roma,,1
22/02/2025 08:02,1,06:24,14.79,08:17,2.99,3.3,4.73,3.77,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/05/2008 00:00,Dns: Vacia; Loc.: DD; Trat: CIDR; Med:,User1,tumos en matriz,1
22/02/2025 21:17,2,07:49,21.34,13:08,4.3,4.77,6.7,5.57,0,,Tanque,,,VMS 1,,Control de Gest,02/05/2008 00:00,-,User1,vacia de 36 post. isem,1
23/02/2025 08:14,1,07:18,20.43,10:48,4.09,4.59,6.46,5.29,0,,Tanque,,,VMS 1,,Inseminación,02/04/2002 00:00,"Artificial Insemination; HAYK HPP SELECTS; HO8403214541122;
Unknown Brand; MVZ. GUADALUPE LOPEZ",MVZ. GUA,,1
23/02/2025 14:46,2,06:04,11.25,06:24,2.26,2.63,3.51,2.85,0,,Tanque,,,VMS 1,,Celo,02/04/2002 00:00,Herd Navigator,MVZ. GUA,,1
24/02/2025 01:42,1,06:50,17.47,10:49,3.47,3.88,5.49,4.63,0,,Tanque,,,VMS 1,,Inseminación,02/03/2013 00:00,"Artificial Insemination; HOCANM12857690; PURSUIT;
Unknown Brand; Roma",Roma,DE CIDR NO TUR,1
24/02/2025 12:56,2,07:00,18.67,11:07,3.74,4.3,5.85,4.78,0,,Tanque,,,VMS 1,,Celo,02/03/2013 00:00,Herd Navigator,Roma,,1
24/02/2025 21:37,3,06:04,14.27,08:34,2.83,3.3,4.4,3.74,0,,Tanque,,,VMS 1,,Control de Gest,02/03/2006 00:00,-,User1,VACIA DE 47/ TUMOR OVARIO IZQUIERDO,1
25/02/2025 07:43,1,06:42,16.84,09:59,3.45,3.69,5.39,4.31,0,,Tanque,,,VMS 1,,Cambio de grup,02/02/2010 00:00,"3, VMS 3 -> 2, VMS 2",User1,,1
25/02/2025 17:05,2,05:57,15.16,09:15,3.08,3.43,4.74,3.91,0,,Tanque,,,VMS 1,,Cambio de grup,02/01/2021 00:00,"1, VMS 1 -> 3, VMS 3",User1,,1
26/02/2025 03:00,1,06:12,16.99,09:49,3.31,3.85,5.34,4.49,0,,Tanque,,,VMS 1,,Inseminación,02/01/2018 00:00,Artificial Insemination; fertility/ANGUS; 2406261; Unknown Brand; Roma,Roma,se ins  con quistes,1
26/02/2025 09:51,2,05:07,11.57,06:44,2.33,2.67,3.54,3.03,0,,Tanque,,,VMS 1,,Celo,02/01/2018 00:00,Herd Navigator,Roma,,1
26/02/2025 15:05,3,05:10,7.17,05:08,1.4,1.67,2.29,1.81,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/01/2009 00:00,Dns: Protocolo sincronizacion; Loc.: DD; Trat: CIDR; Med:,User1,#¿NOMBRE?,1
26/02/2025 23:15,4,05:29,13.4,08:05,2.65,3.06,4.22,3.47,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/01/2002 00:00,Dns: Quiste luteal izquierdo; Loc.: DD; Trat: ; Med:,User1,,1
27/02/2025 09:20,1,06:01,18.24,09:59,3.82,3.98,5.78,4.66,0,,Tanque,,,VMS 1,,Control de Gest,02/01/2002 00:00,-,User1,VACIA DE 33 POST. INSEM,1
27/02/2025 17:07,2,05:16,13.22,07:40,2.78,2.98,4.07,3.39,0,,Tanque,,,VMS 1,,Inseminación,02/11/2029 00:00,"Artificial Insemination; 8403207410750; ROMELU-ET;
Unknown Brand; Roma",Roma,NO TUR,1
28/02/2025 03:29,1,05:49,18.42,10:16,3.65,4.38,5.52,4.87,0,,Tanque,,,VMS 1,,Celo,02/11/2029 00:00,Herd Navigator,Roma,,1
28/02/2025 10:38,2,09:28,10.93,07:02,2.28,2.65,3.19,2.81,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/11/2021 00:00,Dns: Vacia; Loc.: DD; Trat: PG2; Med:,User1,,1
28/02/2025 18:19,3,05:00,11.21,07:32,2.19,2.52,3.66,2.84,0,,Tanque,,,VMS 1,,Control de Gest,02/11/2021 00:00,-,User1,VACIA DE 34 POST. INSEM,1
01/03/2025 02:37,1,06:14,13.86,08:12,2.81,3.07,4.44,3.54,0,,Tanque,,,VMS 1,,Inseminación,02/10/2018 00:00,"Artificial Insemination; 8403138843085; LUSTER-P- ET;
Unknown Brand; MVZ. GUADALUPE LOPEZ",MVZ. GUA,,1
01/03/2025 12:07,2,06:01,15.46,09:23,3.11,3.58,4.85,3.92,0,,Tanque,,,VMS 1,,Celo,02/10/2018 00:00,Se deja montar,MVZ. GUA,,1
02/03/2025 00:42,1,06:31,19.98,12:28,4.23,4.37,6.39,4.99,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/10/2003 00:00,primerizas-DEL -> Primerizas- ProduccionLeche,Admin,,1
02/03/2025 10:43,2,05:39,16.15,09:53,3.36,3.63,5.18,3.98,0,,Tanque,,,VMS 1,,Inseminación,02/09/2026 00:00,"Artificial Insemination; SEMEX/ WESTCOAST BALLOT; HOCANM14003845; Unknown
Brand; Roma",Roma,DE CALOR TUR,1
02/03/2025 23:23,3,07:52,19.17,12:35,3.9,4.49,5.83,4.95,0,,Tanque,,,VMS 1,,Celo,02/09/2026 00:00,Herd Navigator,Roma,,1
03/03/2025 12:01,1,06:31,20.54,12:29,4.24,4.81,6.31,5.18,0,,Tanque,,,VMS 1,,Cambio de grup,02/09/2002 00:00,"3, VMS 3 -> 1, VMS 1",User1,,1
03/03/2025 19:39,2,05:00,11.09,07:31,2.21,2.41,3.56,2.91,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/07/2017 00:00,None -> primerizas-DEL,Admin,,1
04/03/2025 02:00,1,05:14,11.22,06:16,2.26,2.6,3.61,2.75,0,,Tanque,,,VMS 1,,Cambio de grup,02/07/2016 00:00,"102, ESTABLO INICIAL -> 3, VMS 3",User1,,1
04/03/2025 10:11,2,05:25,14.9,08:05,2.93,3.39,4.68,3.9,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/07/2004 00:00,Dns: ALTA; Loc.: ; Trat: ; Med:,User1,,1
04/03/2025 15:52,3,05:03,9.66,05:35,1.99,2.24,2.99,2.44,0,,Tanque,,,VMS 1,,Invitación Visita,02/06/2027 00:00,Vacas frescas,DR  RAFA (,,1
05/03/2025 00:58,1,05:57,15.06,09:01,3.09,3.38,4.83,3.76,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2020 00:00,Dns: SUCIA; Loc.: DD; Trat: SUERO FISIOLOGICO; Med: SUERO FISIOLOGICO 3 d 1X250ml,User1,SUERO FISIOLOGICO CON PENICILINA,1
05/03/2025 11:28,2,07:02,17.68,10:24,3.47,4.18,5.46,4.57,0,,Tanque,,,VMS 1,,Invitación Visita,02/06/2020 00:00,Vacas frescas,DR  RAFA (,,1
05/03/2025 18:58,3,04:58,11.16,07:22,2.21,2.58,3.45,2.92,0,,Tanque,,,VMS 1,,Cambio de grup,02/06/2017 00:00,"20, RETO -> 102, ESTABLO INICIAL",User1,,1
06/03/2025 03:29,1,05:38,15.13,08:26,3,3.5,4.8,3.83,0,,Tanque,,,VMS 1,,Parto,02/06/2014 00:00,Difícil; 1566,User1,,1
06/03/2025 11:06,2,05:14,13.09,07:30,2.7,3.06,4.05,3.28,0,,Tanque,,,VMS 1,,Cambio ID Tran,02/06/2013 00:00,-> 982000464364584,,,0
06/03/2025 19:27,3,05:38,13.79,08:16,2.77,3.12,4.4,3.5,0,,Tanque,,,VMS 1,,Condición corpo,02/06/2013 00:00,Condición corporal: 2.75 - DDUP: 0,User1,,0
07/03/2025 11:00,1,09:29,24.07,15:26,4.74,5.19,7.89,6.25,0,,Tanque,,,VMS 1,,Cambio de grup,02/06/2013 00:00,"100, SECAS -> 20, RETO",User1,,0
07/03/2025 17:28,2,04:46,9.37,06:19,1.98,2.24,2.8,2.35,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,User1,,0
08/03/2025 03:44,1,06:36,17.56,10:10,3.4,4,5.66,4.5,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med:",User1,,0
08/03/2025 13:53,2,05:54,16.34,10:02,3.31,3.79,5.02,4.22,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,0
08/03/2025 21:47,3,04:57,10.54,07:47,2.14,2.4,3.35,2.65,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,0
09/03/2025 13:51,1,07:57,24.39,15:59,4.77,5.4,7.4,6.82,0,,Tanque,,,VMS 1,,Cambio de grup,02/04/2016 00:00,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,,0
09/03/2025 23:27,2,06:00,16.07,09:27,3.37,3.68,4.84,4.18,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/04/2016 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,0
10/03/2025 14:14,1,08:52,24.55,14:40,4.96,5.54,7.79,6.26,0,,Tanque,,,VMS 1,,Control de Gest,02/01/2018 00:00,+,User1,,0
10/03/2025 23:43,2,06:00,14.73,09:20,2.98,3.45,4.48,3.82,0,,Tanque,,,VMS 1,,Control de Gest,02/12/2028 00:00,+,User1,,0
11/03/2025 11:18,1,06:04,19.51,11:28,3.98,4.52,5.93,5.08,0,,Tanque,,,VMS 1,,Invitación Visita,02/12/2028 00:00,Reconfirmacion 1 (90-110 dias),DR  RAFA (,,0
11/03/2025 19:35,2,04:58,9.88,08:11,2.63,3.03,4.04,0.18,0,,Tanque,,,VMS 1,,Peso,02/12/2006 00:00,396 kg,DelproClien,Talla: 142.5 cm,0
12/03/2025 10:31,1,07:01,23.06,14:50,4.61,5.26,6.94,6.25,0,,Tanque,,,VMS 1,,Control de Gest,02/11/2016 00:00,+,User1,,0
12/03/2025 16:52,2,04:23,7.34,06:13,1.7,1.98,2.4,1.26,0,,Tanque,,,VMS 1,,Invitación Visita,02/11/2016 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
13/03/2025 02:59,1,05:34,16.45,10:02,3.45,3.83,5.47,3.7,0,,Tanque,,,VMS 1,,Invitación Visita,02/11/2009 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
13/03/2025 12:13,2,05:17,15.82,09:08,3.25,3.71,4.91,3.95,0,,Tanque,,,VMS 1,,Inseminación,02/09/2029 00:00,"Effective Insemination Artificial Insemination; 8403224809684; CUMULUS;
Unknown Brand; Roma",Roma,MOCO LIMPIO TUR,0
13/03/2025 19:17,3,04:40,10.17,06:58,2.09,2.31,3.22,2.55,0,,Tanque,,,VMS 1,,Celo,02/09/2029 00:00,Herd Navigator,Roma,,0
14/03/2025 07:09,1,06:20,20.12,11:47,4.22,4.4,6.59,4.91,0,,Tanque,,,VMS 1,,Invitación Visita,02/09/2007 00:00,PG1 Becerras (edad en dias 400- 407),DR  RAFA (,,0
14/03/2025 18:15,2,05:45,16.16,10:59,3.3,3.72,5.11,4.03,0,,Tanque,,,VMS 1,,Peso,02/09/2006 00:00,307 kg,DelproClien,ALTURA DE 136.3 CM A LA GRUPA,0
15/03/2025 00:08,1,04:24,7.01,05:47,1.41,1.6,2.29,1.71,0,,Tanque,,,VMS 1,,Entrada,02/07/2031 00:00,Nacimiento,DelproClien,,0
15/03/2025 11:47,2,06:32,17.5,11:34,3.6,4.08,5.37,4.45,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/06/2023 00:00,Primerizas-ProduccionLeche ->,User1,,1
15/03/2025 18:12,3,04:47,9.58,06:18,1.91,2.24,2.95,2.48,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2023 00:00,"Dns: Secado por baja; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1
d 1X4pcs",User1,SE SECO POR BAJA PRODUCCION,1
16/03/2025 01:23,1,05:55,10.86,07:06,2.17,2.49,3.48,2.72,0,,Tanque,,,VMS 1,,Secado,02/06/2023 00:00,Dry Off,User1,"SE SECO CON 294 DEL, 19.85 LITROS. 155 DCC, QUEDO GESTANTE EN LA 2 INSEM",1
16/03/2025 15:25,2,06:55,19.57,13:56,3.83,4.56,6.15,5.03,0,,Tanque,,,VMS 1,,Cambio de grup,02/06/2023 00:00,"3, VMS 3 -> 100, SECAS",User1,,1
17/03/2025 01:07,1,06:51,15.54,09:34,3.03,3.63,4.85,4.03,0,,Tanque,,,VMS 1,,Control de Gest,02/06/2019 00:00,+,User1,CARGADA DE 151,1
17/03/2025 10:30,2,05:30,15,09:16,3.08,3.41,4.54,3.97,0,,Tanque,,,VMS 1,,Invitación Visita,02/06/2019 00:00,"19/06/2025, Reconfirmacion 2 (150-
160 dias)",DR  RAFA (,,1
17/03/2025 15:14,3,04:45,6.28,04:39,1.26,1.42,2.01,1.59,0,,Tanque,,,VMS 1,,Cambio de grup,02/06/2016 00:00,"1, VMS 1 -> 3, VMS 3",User1,,1
17/03/2025 23:58,1,05:19,13.21,08:38,2.74,3,4.12,3.35,0,,Tanque,,,VMS 1,,Control de Gest,02/04/2024 00:00,+,User1,CARGADA DE 95,1
18/03/2025 08:11,2,05:42,13.28,08:08,2.74,3.03,4.1,3.41,0,,Tanque,,,VMS 1,,Invitación Visita,02/04/2024 00:00,"24/04/2025, Reconfirmacion 1 (90-
110 dias)",DR  RAFA (,,1
18/03/2025 17:25,3,05:20,14.01,09:08,2.91,3.18,4.3,3.62,0,,Tanque,,,VMS 1,,Control de Gest,02/03/2006 00:00,+,User1,CARGADA DE 46,1
19/03/2025 01:45,1,05:55,13.59,08:14,2.78,3.09,4.27,3.45,0,,Tanque,,,VMS 1,,Inseminación,02/01/2019 00:00,"Effective Insemination Artificial Insemination;
8403214324421; HIGH OOHM;
Unknown Brand; Roma",Roma,,1
19/03/2025 10:18,2,05:43,14.33,08:27,2.92,3.13,4.69,3.59,0,,Tanque,,,VMS 1,,Celo,02/01/2019 00:00,Se deja montar,Roma,,1
19/03/2025 18:06,3,04:48,11.86,07:42,2.43,2.65,3.85,2.93,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/01/2009 00:00,Dns: Protocolo sincronizacion; Loc.: DD; Trat: PG2; Med:,User1,,1
19/03/2025 22:49,4,05:06,7.68,04:38,1.49,1.71,2.51,1.97,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/01/2002 00:00,Dns: Vacia; Loc.: DD; Trat: GNRH OVS; Med:,User1,,1
20/03/2025 08:34,1,06:20,18.28,09:39,3.61,4.05,5.86,4.76,0,,Tanque,,,VMS 1,,Control de Gest,02/01/2002 00:00,-,User1,VACIA DE 35 POST. INSEM,1
20/03/2025 16:14,2,05:50,13.01,07:33,2.59,3,4.28,3.14,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/12/2022 00:00,primerizas-DEL -> Primerizas- ProduccionLeche,Admin,,1
21/03/2025 01:17,1,06:25,16.41,08:56,3.31,3.68,5.33,4.09,0,,Tanque,,,VMS 1,,Inseminación,02/11/2028 00:00,"Artificial Insemination; 8403207410750; ROMELU-ET;
Unknown Brand; Matías",Matías,,1
21/03/2025 10:21,2,06:03,16.89,08:57,3.4,3.86,5.47,4.16,0,,Tanque,,,VMS 1,,Celo,02/11/2028 00:00,Se deja montar,Matías,,1
21/03/2025 19:13,3,05:33,15.44,08:46,3.05,3.49,4.93,3.97,0,,Tanque,,,VMS 1,,Invitación Visita,02/10/2017 00:00,"17/10/2024, Vacas frescas",DR  RAFA (,,1
22/03/2025 08:05,1,08:40,22.36,12:46,4.46,4.58,7.41,5.91,0,,Tanque,,,VMS 1,,Invitación Visita,02/10/2010 00:00,"10/10/2024, Vacas frescas",DR  RAFA (,,1
22/03/2025 15:02,2,05:14,11.17,06:48,2.29,2.52,3.59,2.77,0,,Tanque,,,VMS 1,,Invitación Visita,02/10/2003 00:00,"03/10/2024, Vacas frescas",DR  RAFA (,,1
22/03/2025 22:06,3,05:19,11.37,06:58,2.22,2.49,3.82,2.84,0,,Tanque,,,VMS 1,,Invitación Visita,02/09/2026 00:00,"26/09/2024, Vacas frescas",DR  RAFA (,,1
23/03/2025 10:06,1,06:42,21.44,11:54,4.26,4.74,7.17,5.27,0,,Tanque,,,VMS 1,,Invitación Visita,02/09/2019 00:00,"19/09/2024, Vacas frescas",DR  RAFA (,,1
23/03/2025 16:15,2,05:23,10.9,06:03,2.24,2.53,3.55,2.58,0,,Tanque,,,VMS 1,,Invitación Visita,02/09/2012 00:00,"12/09/2024, Vacas frescas",DR  RAFA (,,1
24/03/2025 03:11,1,07:56,19.53,10:49,3.83,4.35,6.41,4.94,0,,Tanque,,,VMS 1,,Cambio de grup,02/09/2009 00:00,"3, VMS 3 -> 1, VMS 1",User1,,1
24/03/2025 10:44,2,05:41,13.06,07:25,2.6,2.96,4.27,3.23,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/09/2003 00:00,None -> primerizas-DEL,Admin,,1
24/03/2025 16:39,3,04:26,9.57,05:49,1.93,2.2,3.07,2.37,0,,Tanque,,,VMS 1,,Cambio de grup,02/09/2002 00:00,"20, RETO -> 3, VMS 3",Roma,,1
25/03/2025 09:04,1,07:50,24.32,16:21,4.91,5.16,7.96,6.29,0,,Tanque,,,VMS 1,,Parto,02/09/2002 00:00,Normal; 91597,Roma,herbra Angus,1
25/03/2025 14:06,2,04:25,7.77,04:53,1.65,1.85,2.45,1.82,0,,Tanque,,,VMS 1,,Cambio ID Tran,02/08/2020 00:00,-> 982000464364634,,,0
25/03/2025 23:28,3,05:51,15.19,09:17,3.09,3.5,4.87,3.73,0,,Tanque,,,VMS 1,,Condición corpo,02/08/2020 00:00,Condición corporal: 4.00 - DDUP: 0,DelproClien,,0
26/03/2025 09:19,1,06:16,18.43,09:45,3.73,4.22,5.81,4.67,0,,Tanque,,,VMS 1,,Cambio de grup,02/08/2020 00:00,"100, SECAS -> 20, RETO",DelproClien,,0
26/03/2025 18:56,2,05:37,16.39,09:31,3.25,3.79,5.14,4.21,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2020 00:00,Dns: BOLO RUMENSIN; Loc.: DD; Trat: BOLO RUMENSIN; Med: BOLO RUMENSIN 1 d 1X1pcs,DelproClien,5958,0
27/03/2025 06:45,1,06:39,16.58,11:42,0,4.85,6.13,5.6,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2020 00:00,"Dns: VITAMINA; Loc.: DD; Trat: VIGANTOL (A,D,E); Med:",DelproClien,,0
27/03/2025 12:18,2,06:59,13.42,05:26,5.04,2.46,3.21,2.71,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2020 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",DelproClien,,0
27/03/2025 18:18,3,04:27,11.08,05:53,2.23,2.55,3.35,2.95,0,,Tanque,,,VMS 1,,Cambio de grup,02/06/2013 00:00,"106, BECERRAS/NOVILLAS -> 100, SECAS",User1,,0
28/03/2025 05:42,1,06:05,20.24,11:19,3.5,4.8,6.47,5.47,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,0
28/03/2025 16:07,2,05:49,17.87,10:19,3.28,4.16,5.74,4.69,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/06/2013 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,0
28/03/2025 23:45,3,05:14,12.18,07:32,2.27,2.87,3.96,3.08,0,,Tanque,,,VMS 1,,Control de Gest,02/03/2007 00:00,+,User1,,0
29/03/2025 05:58,1,04:32,10.74,06:07,2.08,2.38,3.46,2.82,0,,Tanque,,,VMS 1,,Invitación Visita,02/03/2007 00:00,Reconfirmacion 1 (90-110 dias),DR  RAFA (,,0
29/03/2025 11:58,2,05:14,9.87,05:55,1.88,2.24,3.17,2.58,0,,Tanque,,,VMS 1,,Control de Gest,02/01/2011 00:00,+,User1,,0
29/03/2025 18:37,3,04:44,11.02,06:33,2.22,2.36,3.57,2.87,0,,Tanque,,,VMS 1,,Invitación Visita,02/01/2011 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
30/03/2025 07:46,1,07:33,20.32,13:04,4.22,4.1,6.71,5.29,0,,Tanque,,,VMS 1,,Peso,02/12/2006 00:00,372 kg,DelproClien,Talla: 136 cm,0
30/03/2025 11:51,2,04:39,6.57,03:57,1.38,1.53,2.07,1.59,0,,Tanque,,,VMS 1,,Inseminación,02/12/2002 00:00,"Effective Insemination
Artificial Insemination; 18759682; CHECK; Unknown Brand; Matías",Matías,,0
30/03/2025 19:10,3,04:54,11.1,07:14,2.21,2.53,3.5,2.86,0,,Tanque,,,VMS 1,,Celo,02/12/2002 00:00,Se deja montar,Matías,,0
31/03/2025 03:38,1,05:21,14.94,08:23,3.03,3.35,4.8,3.76,0,,Tanque,,,VMS 1,,Control de Gest,02/11/2023 00:00,-,User1,vacia de 45 post.-ins se le puso cidr,0
31/03/2025 08:57,2,04:11,8.85,05:13,1.84,1.99,2.72,2.3,0,,Tanque,,,VMS 1,,Invitación Visita,02/11/2022 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
31/03/2025 17:08,3,05:08,12.32,08:07,2.48,2.7,3.95,3.19,0,,Tanque,,,VMS 1,,Inseminación,02/10/2008 00:00,Artificial Insemination; 18759682; CHECK; Unknown Brand; Matías,Matías,,0
01/04/2025 01:09,1,05:15,14.1,07:55,2.82,3.23,4.43,3.62,0,,Tanque,,,VMS 1,,Celo,02/10/2008 00:00,Se deja montar,Matías,,0
01/04/2025 09:11,2,05:00,15.04,07:57,3.05,3.44,4.82,3.73,0,,Tanque,,,VMS 1,,Invitación Visita,02/10/2005 00:00,Diagnostico de Gestacion (>40 dias insem),DR  RAFA (,,0
01/04/2025 21:29,3,06:43,21.27,12:13,4.43,4.79,6.65,5.4,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/09/2027 00:00,Dns: ; Loc.: DD; Trat: GNRH revision; Med: LIBERACTIVE 1 d 1X2ml Intramuscular,DelproClien,,0
02/04/2025 08:59,1,06:55,18.64,11:23,3.93,4.2,6.02,4.49,0,,Tanque,,,VMS 1,,Peso,02/09/2006 00:00,306 kg,DelproClien,ALTURA DE 131.2 CM A LA GRUPA,0
02/04/2025 18:05,2,12:45,4.96,08:58,0.89,0,4.07,0,0,,Tanque,,,VMS 1,,Invitación Visita,02/08/2031 00:00,PG1 Becerras (edad en dias 400- 407),DR  RAFA (,,0
03/04/2025 01:09,1,04:47,0,06:51,0,0,0,0,0,,Tanque,,,VMS 1,,Inseminación,02/08/2023 00:00,"Artificial Insemination; 8403824809684; CUMULUS;
Unknown Brand; Matías",Matías,,0
03/04/2025 19:40,2,07:48,23.98,18:26,4.99,5.2,7.73,6.06,0,,Tanque,,,VMS 1,,Celo,02/08/2023 00:00,Se deja montar,Matías,,0
04/04/2025 05:06,1,06:42,8.23,09:17,1.55,1.68,3.2,1.8,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2017 00:00,"Dns: Presynch; Loc.: DD; Trat: PG X1; Med: LUTALYSE 1 d 1X5ml
Intramuscular",DelproClien,,0
04/04/2025 10:36,2,06:42,4.82,05:22,0.84,1.07,2,0.91,0,,Tanque,,,VMS 1,,Invitación Visita,02/08/2017 00:00,"PG1 Becerras (edad en dias 400- 407), Available for Vet Visit earliest 31/08/2023",DR  RAFA (,,0
04/04/2025 17:42,3,05:24,6.82,06:59,1.13,1.33,2.56,1.8,0,,Tanque,,,VMS 1,,Peso,02/09/2027 00:00,61 kg,DelproClien,ALTURA 88.7,0
05/04/2025 01:24,1,04:58,8.28,07:36,1.5,1.73,2.95,2.1,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/09/2027 00:00,Dns: VACUNA; Loc.: DD; Trat: ONE- SHOT; Med:,DelproClien,,0
05/04/2025 07:53,2,04:38,8.46,06:24,1.6,1.89,2.88,2.09,0,,Tanque,,,VMS 1,,Entrada,02/07/2007 00:00,Nacimiento,User1,,0
05/04/2025 14:46,3,04:38,9.4,06:48,1.8,2.01,3.19,2.4,0,,Tanque,,,VMS 1,,Cambio tabla ali,02/08/2022 00:00,Primerizas-ProduccionLeche ->,User1,,1
06/04/2025 01:07,1,05:44,15.37,10:16,2.97,3.5,5.06,3.84,0,,Tanque,,,VMS 1,,Condición corpo,02/08/2022 00:00,Condición corporal: 3.25 - DDUP: 473,User1,,1
06/04/2025 10:42,2,05:40,13.33,09:28,2.59,3.06,4.28,3.4,0,,Tanque,,,VMS 1,,Secado,02/08/2022 00:00,Dry Off,User1,"SE SECO CON 473 DEL, 20.75 LITROS, 125 DCC, QUEDO GESTANTE EN LA 7 INSEM. SE SECO PORQUE TIENE MUCHOS DIAS EN LECHE Y POCA PRODUCCION",1
06/04/2025 17:48,3,04:54,9.02,07:00,1.88,1.9,2.92,2.32,0,,Tanque,,,VMS 1,,Cambio de grup,02/08/2022 00:00,"3, VMS 3 -> 100, SECAS",User1,,1
07/04/2025 08:05,1,07:07,21.81,14:11,4.28,4.49,7.15,5.89,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2022 00:00,"Dns: VACUNA; Loc.: DD; Trat:
starvacc; Med: STARVAC 1 d 1X2ml Intramuscular",User1,,1
07/04/2025 14:38,2,04:28,8.79,06:26,1.77,1.99,2.83,2.2,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2022 00:00,Dns: VACUNA; Loc.: DD; Trat: ROTAVEC; Med:,User1,,1
07/04/2025 21:48,3,05:11,10.59,07:05,2.02,2.31,3.41,2.85,0,,Tanque,,,VMS 1,,Diagnósticos/Tr,02/08/2022 00:00,"Dns: Secado por baja; Loc.: DD; Trat: CEFA SAFE; Med: CEFA SAFE 1
d 1X4pcs",User1,,1
08/04/2025 10:00,1,06:20,20.4,12:07,4.06,4.56,6.49,5.29,0,,Tanque,,,VMS 1,,Condición corpo,02/08/2022 00:00,Condición corporal: 2.89 - DDUP: 473,Admin,BCS Camera,1
